article_id,research_stream_id,research_stream,publisher_account,publisher_relation,title,source_url,content_status,quality_status,identity_status,figure_count,normalized_characters,quality_flags,published_date
sws_macro-2026-08-07-月度前瞻-7月经济-短期扰动加剧-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,月度前瞻 | 7月经济：短期扰动加剧（申万宏观·赵伟团队）,https://finance.sina.cn/cj/2026-08-08/detail-inimpnfx2996142.d.html,full_mirror,clean,verified_from_publisher_or_team_citation,76,6100,,2026-08-07
sws_macro-2026-08-06-热点思考-看空消费的-三大误区-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,热点思考 | 看空消费的“三大误区”（申万宏观·赵伟团队）,https://finance.sina.cn/cj/2026-08-06/detail-inimhxzt3340359.d.html?oid=3854956441911051,full_mirror,clean,verified_from_publisher_or_team_citation,82,7560,,2026-08-06
sws_macro-2026-08-04-海外高频-海外市场情绪边际修复-美元指数大幅回落-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,海外高频 | 海外市场情绪边际修复，美元指数大幅回落（申万宏观·赵伟团队）,https://finance.sina.com.cn/cj/2026-08-04/doc-inimafpx4484638.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,59,5113,,2026-08-04
sws_macro-2026-07-30-申万宏源宏观团队展望-美联储短期内或-按兵不动,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,申万宏源宏观团队展望：美联储短期内或“按兵不动”,https://finance.sina.com.cn/jjxw/2026-07-30/doc-inikptan9690771.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,5,2373,,2026-07-30
macrofans-2026-07-29-芦哲-沃什如何重塑美联储,macrofans,宏观fans哲,宏观fans哲,author_research_stream,芦哲：沃什如何重塑美联储,https://m.163.com/dy/article/L30F4LFM0519IGF7.html?clickfrom=subscribe,full_mirror,clean,verified_from_author_byline,15,12003,,2026-07-29
sws_macro-2026-07-27-海外高频-美伊冲突再起波澜-美债利率大幅上行-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,海外高频 | 美伊冲突再起波澜，美债利率大幅上行（申万宏观·赵伟团队）,https://finance.sina.cn/cj/2026-07-27/detail-inikevrq9998021.d.html,full_mirror,clean,verified_from_publisher_or_team_citation,62,5264,,2026-07-27
sws_macro-2026-07-27-国内高频-石化领域开工率出现改善-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,国内高频 | 石化领域开工率出现改善（申万宏观·赵伟团队）,https://news.qq.com/rain/a/20260727A0C2TB00,full_mirror,clean,verified_from_publisher_or_team_citation,49,3268,,2026-07-27
sws_macro-2026-07-17-2019年企业盈利增速可能大致如何变化,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,2019年企业盈利增速可能大致如何变化？,https://www.hstong.com/news/detail/19022511433503673,full_mirror,clean,verified_from_publisher_or_team_citation,16,8651,,2026-07-17
sws_macro-2026-07-14-深度专题-下半年经济修复-四大看点-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,深度专题 | 下半年经济修复“四大看点”（申万宏观·赵伟团队）,https://news.qq.com/rain/a/20260714A0946500,full_mirror,clean,verified_from_publisher_or_team_citation,65,9633,,2026-07-14
sws_macro-2026-07-10-数据点评-通胀-主力-在切换-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,数据点评 |   通胀“主力”在切换（申万宏观·赵伟团队）,https://finance.sina.cn/cj/2026-07-10/detail-inihftwq7419248.d.html?oid=3818030221544541,full_mirror,clean,verified_from_publisher_or_team_citation,46,4764,,2026-07-10
macrofans-2026-07-04-芦哲-6月非农-极低的反馈率-存疑的数据质量,macrofans,宏观fans哲,宏观fans哲,author_research_stream,芦哲：6月非农——极低的反馈率&存疑的数据质量,https://www.163.com/dy/article/L1003B2T0519IGF7.html,full_mirror,clean,verified_from_author_byline,7,2714,,2026-07-04
sws_macro-2026-06-30-国内高频-石化链开工连续改善-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,国内高频 | 石化链开工连续改善（申万宏观·赵伟团队）,https://news.qq.com/rain/a/20260630A09Y6J00?app=news&id=20260630A09Y6J00&path=a&redirect_pc=1&suid,full_mirror,clean,verified_from_publisher_or_team_citation,49,3520,,2026-06-30
cicc_perspective-2026-06-30-中金宏观-新兴行业带动-6月PMI点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 新兴行业带动——6月PMI点评,https://www.10100.com/article/148036408,full_mirror,clean,verified_from_configured_author_id,8,3318,,2026-06-30
cicc_perspective-2026-06-28-中金宏观-成本向上游制造业传导-2026年5月工业企业利润点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 成本向上游制造业传导 --- 2026年5月工业企业利润点评,https://www.10100.com/article/148024718,full_mirror,clean,verified_from_configured_author_id,32,9866,,2026-06-28
macrofans-2026-06-18-芦哲-6月FOMC-市场反应过鹰-年内加息仍难-2026年6月FOMC会议点评,macrofans,宏观fans哲,宏观fans哲,author_research_stream,芦哲：6月FOMC——市场反应过鹰，年内加息仍难【2026年6月FOMC会议点评】,https://www.163.com/dy/article/KVN4NC7R0519IGF7.html,full_mirror,clean,verified_from_author_byline,6,3055,,2026-06-18
cicc_perspective-2026-06-18-中金宏观-结构之变-市场之兴-2026年陆家嘴论坛点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 结构之变，市场之兴——2026年陆家嘴论坛点评,https://www.10100.com/article/148031450,full_mirror,clean,verified_from_configured_author_id,2,7177,,2026-06-18
cicc_perspective-2026-06-17-中金宏观-居民资配-向金融迁移的确定性与渐进性-居民经济行为研究系列,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 居民资配：向金融迁移的确定性与渐进性——居民经济行为研究系列,https://www.10100.com/article/148024721,full_mirror,clean,verified_from_configured_author_id,17,7568,,2026-06-17
cicc_perspective-2026-06-17-中金宏观-居民消费-短期关注结构性扩容-居民经济行为研究系列,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 居民消费：短期关注结构性扩容——居民经济行为研究系列,https://www.10100.com/article/148036472,full_mirror,clean,verified_from_configured_author_id,27,9864,,2026-06-17
cicc_perspective-2026-06-17-中金宏观-居民储蓄率-关注人口结构的新约束-居民经济行为研究系列,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 居民储蓄率：关注人口结构的新约束——居民经济行为研究系列,https://www.10100.com/article/148024643,full_mirror,clean,verified_from_configured_author_id,16,10383,,2026-06-17
cicc_perspective-2026-06-16-中金宏观-内需进一步走弱-5月经济数据点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 内需进一步走弱——5月经济数据点评,https://www.10100.com/article/148031449,full_mirror,clean,verified_from_configured_author_id,2,3802,,2026-06-16
cicc_perspective-2026-06-15-中金宏观-AI对全球贸易拉动上升,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | AI对全球贸易拉动上升,https://www.10100.com/article/148035322,full_mirror,clean,verified_from_configured_author_id,17,7876,,2026-06-15
sws_macro-2026-06-11-数据点评-通胀超预期的两大隐藏-力量-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,数据点评 | 通胀超预期的两大隐藏“力量”（申万宏观·赵伟团队）,https://finance.sina.cn/2026-06-11/detail-iniayfve2468586.d.html?oid=3848547265171250,full_mirror,clean,verified_from_publisher_or_team_citation,54,4818,,2026-06-11
sws_macro-2026-06-09-月度前瞻-5月经济-油价冲击-加速演绎-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,月度前瞻 | 5月经济：“油价冲击”加速演绎（申万宏观·赵伟团队）,https://finance.sina.com.cn/cj/2026-06-09/doc-iniatpih6872389.shtml?cref=cj,full_mirror,clean,verified_from_publisher_or_team_citation,45,5968,,2026-06-09
macrofans-2026-06-09-芦哲-强非农后-如何评估-世界杯效应-对美国经济的影响,macrofans,宏观fans哲,宏观fans哲,author_research_stream,芦哲：强非农后，如何评估“世界杯效应”对美国经济的影响？,https://finance.sina.cn/2026-06-09/detail-iniauquw3300475.d.html?oid=3817306599543323,full_mirror,clean,verified_from_author_byline,18,5734,,2026-06-09
cicc_perspective-2026-06-08-中金宏观-全球央行购金总体有所放缓,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 全球央行购金总体有所放缓,https://www.10100.com/article/148029096,full_mirror,clean,verified_from_configured_author_id,29,9067,,2026-06-08
cicc_perspective-2026-06-06-中金宏观-非农超预期-美联储重心回归防通胀,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 非农超预期，美联储重心回归防通胀,https://www.10100.com/article/148041951,full_mirror,clean,verified_from_configured_author_id,5,3935,,2026-06-06
cicc_perspective-2026-06-01-中金宏观-PPI增速进一步加快-5月经济数据前瞻,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | PPI增速进一步加快 ——5月经济数据前瞻,https://www.10100.com/article/148028735,full_mirror,clean,verified_from_configured_author_id,1,4462,,2026-06-01
cicc_perspective-2026-05-31-中金宏观-行业分化扩大-5月PMI点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 行业分化扩大——5月PMI点评,https://www.10100.com/article/148035307,full_mirror,clean,verified_from_configured_author_id,10,3619,,2026-05-31
cicc_perspective-2026-05-27-中金宏观-能源-有色-AI利润增速加快-2026年4月工业企业利润点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 能源+有色+AI利润增速加快 --- 2026年4月工业企业利润点评,https://www.10100.com/article/148041939,full_mirror,clean,verified_from_configured_author_id,9,4179,,2026-05-27
sws_macro-2026-05-26-深度专题-打破共识汇率升值利空出口申万宏观赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,深度专题 | 打破共识汇率升值利空出口申万宏观赵伟团队,https://finance.sina.cn/2026-05-26/detail-inhzffss1494945.d.html,full_mirror,clean,verified_from_publisher_or_team_citation,78,6434,,2026-05-26
sws_macro-2026-05-24-热点思考-美债风险重估未完待续申万宏观赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,热点思考 | 美债风险重估未完待续申万宏观赵伟团队,https://finance.sina.com.cn/zmt/2026-05-24/doc-inhyzeae3201571.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,31,5783,,2026-05-24
macrofans-2026-05-21-芦哲-外需韧性-内需分化与价格结构风险-2026年一季度及4月经济形势观察,macrofans,宏观fans哲,宏观fans哲,author_research_stream,芦哲：外需韧性、内需分化与价格结构风险——2026年一季度及4月经济形势观察,https://www.163.com/dy/article/KTFHD3SE0552A9XP.html,full_mirror,clean,verified_from_author_byline,3,3643,,2026-05-21
sws_macro-2026-05-20-特朗普访华-中美关系新定位-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,特朗普访华：中美关系新定位（申万宏观·赵伟团队）,http://finance.sina.com.cn/cj/2026-05-20/doc-inhyneyz2053914.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,7,3232,,2026-05-20
sws_macro-2026-05-18-热点思考-美国中选前瞻-特朗普-大败局-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,热点思考 | 美国中选前瞻：特朗普“大败局”？（申万宏观·赵伟团队）,https://www.163.com/dy/article/KT77SCS20519BD5M.html,full_mirror,clean,verified_from_publisher_or_team_citation,23,5191,,2026-05-18
cicc_perspective-2026-05-18-中金宏观-内外需分化程度上升-4月经济数据点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 内外需分化程度上升——4月经济数据点评,https://www.10100.com/article/148028889,full_mirror,clean,verified_from_configured_author_id,2,3911,,2026-05-18
xuetao_macro-2026-05-17-宋雪涛-硅基通胀-碳基通缩,xuetao_macro,雪涛宏观笔记,雪涛宏观笔记,exact,宋雪涛：硅基通胀，碳基通缩,https://finance.sina.com.cn/wm/2026-05-17/doc-inhyezxk1446790.shtml,full_mirror,clean,verified_from_source,12,3623,,2026-05-17
sws_macro-2026-05-12-数据点评-通胀超预期-被忽视的因素-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,数据点评 | 通胀超预期：被忽视的因素（申万宏观·赵伟团队）,https://finance.sina.com.cn/wm/2026-05-12/doc-inhxqeev1641105.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,29,4208,,2026-05-12
cicc_perspective-2026-05-10-中金宏观-劳动力市场企稳-降息门槛抬升,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 劳动力市场企稳，降息门槛抬升,https://www.10100.com/article/148029093,full_mirror,clean,verified_from_configured_author_id,7,3645,,2026-05-10
cicc_perspective-2026-05-10-中金宏观-AI拉动作用进一步上升-2026年4月进出口点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | AI拉动作用进一步上升——2026年4月进出口点评,https://www.10100.com/article/148035321,full_mirror,clean,verified_from_configured_author_id,9,6524,,2026-05-10
sws_macro-2026-05-07-热点思考-中东地缘的尾部风险-或存-低估-地缘压力测试-系列之五-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,热点思考 | 中东地缘的尾部风险，或存“低估”—“地缘压力测试”系列之五（申万宏观·赵伟团队）,https://finance.sina.com.cn/wm/2026-05-07/doc-inhxaaii2864360.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,38,5606,,2026-05-07
cicc_perspective-2026-05-07-中金宏观-AI一枝独秀-美国增长分化加剧,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | AI一枝独秀，美国增长分化加剧,https://www.10100.com/article/148041930,full_mirror,clean,verified_from_configured_author_id,3,3634,,2026-05-07
macrofans-2026-05-06-宏观-芦哲-五一假期海外市场的三条主线-海外周报20260505,macrofans,宏观fans哲,宏观fans哲,author_research_stream,【宏观*芦哲】五一假期海外市场的三条主线——海外周报20260505,https://www.sohu.com/a/1018680032_121123903,abstract_only,flagged,verified_from_author_byline,0,1448,mirror_is_abstract,2026-05-06
cicc_perspective-2026-05-06-中金宏观-PPI同比或继续上升-4月经济数据前瞻,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | PPI同比或继续上升——4月经济数据前瞻,https://www.10100.com/article/148028734,full_mirror,clean,verified_from_configured_author_id,1,4941,,2026-05-06
cicc_perspective-2026-04-30-中金宏观-外需和库存支撑-4月PMI点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 外需和库存支撑——4月PMI点评,https://www.10100.com/article/148029245,full_mirror,clean,verified_from_configured_author_id,10,3925,,2026-04-30
cicc_perspective-2026-04-27-中金宏观-三条主线提升利润-能源-有色-AI-2026年3月工业企业利润点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 三条主线提升利润：能源+有色+AI——2026年3月工业企业利润点评,https://www.10100.com/article/148041914,full_mirror,clean,verified_from_configured_author_id,10,4202,,2026-04-27
sws_macro-2026-04-22-申万宏源宏观赵伟-油价飙升下的-供给冲击,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,申万宏源宏观赵伟：油价飙升下的“供给冲击”？,https://www.163.com/dy/article/KR44COM905568W0A.html,full_mirror,clean,verified_from_publisher_or_team_citation,37,5719,,2026-04-22
sws_macro-2026-04-22-海外高频-TACO交易延续-科技股领涨全球-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,海外高频 |  TACO交易延续，科技股领涨全球（申万宏观·赵伟团队）,http://finance.sina.com.cn/cj/2026-04-22/doc-inhvhvwy4777843.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,53,4410,,2026-04-22
cicc_perspective-2026-04-16-中金宏观-外需和政策前置支撑一季度经济-3月经济数据点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 外需和政策前置支撑一季度经济——3月经济数据点评,https://www.10100.com/article/148028888,full_mirror,clean,verified_from_configured_author_id,2,4320,,2026-04-16
cicc_perspective-2026-04-15-中金宏观-其实出口韧性仍在-2026年3月进出口点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 其实出口韧性仍在——2026年3月进出口点评,https://www.10100.com/article/148035320,full_mirror,clean,verified_from_configured_author_id,12,3963,,2026-04-15
macrofans-2026-04-14-芦哲-从全球190次衰退看房地产周期如何回升,macrofans,宏观fans哲,宏观fans哲,author_research_stream,芦哲：从全球190次衰退看房地产周期如何回升,https://news.qq.com/rain/a/20260414A064F500?media_id&suid,full_mirror,clean,verified_from_publisher_citation,36,19430,,2026-04-14
cicc_perspective-2026-04-13-中金宏观-理性看待融资变化-3月金融数据点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观｜理性看待融资变化——3月金融数据点评,https://www.10100.com/article/148029246,full_mirror,clean,verified_from_configured_author_id,8,4990,,2026-04-13
cicc_perspective-2026-04-13-中金宏观-从高频数据看油价对经济的影响,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 从高频数据看油价对经济的影响,https://www.10100.com/article/148041938,full_mirror,clean,verified_from_configured_author_id,11,5365,,2026-04-13
cicc_perspective-2026-04-11-中金宏观-油价冲击推高整体通胀-核心仍温和,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 油价冲击推高整体通胀，核心仍温和,https://www.10100.com/article/148035319,full_mirror,clean,verified_from_configured_author_id,7,3922,,2026-04-11
cicc_perspective-2026-04-11-中金宏观-中东地缘冲突推动PPI同比转正-2026年3月物价数据点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 中东地缘冲突推动PPI同比转正——2026年3月物价数据点评,https://www.10100.com/article/148028730,full_mirror,clean,verified_from_configured_author_id,9,4775,,2026-04-11
sws_macro-2026-04-09-热点思考-央企-上缴-加码的财政深意-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,热点思考 | 央企“上缴”加码的财政深意？（申万宏观·赵伟团队）,https://news.qq.com/rain/a/20260409A000CC00,full_mirror,clean,verified_from_publisher_or_team_citation,20,5085,,2026-04-09
sws_macro-2026-04-09-月度前瞻-一季度GDP会超预期吗-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,月度前瞻 |  一季度GDP会超预期吗？（申万宏观·赵伟团队）,https://finance.sina.com.cn/wm/2026-04-09/doc-inhtvrtp6133457.shtml?cref=cj,full_mirror,clean,verified_from_publisher_or_team_citation,52,6439,,2026-04-09
sws_macro-2026-04-09-政策高频-领导人地方调研-聚焦能源水利基建等-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,政策高频 | 领导人地方调研，聚焦能源水利基建等（申万宏观·赵伟团队）,https://news.qq.com/rain/a/20260409A000CE00?app=news&id=20260409A000CE00&path=a&redirect_pc=1&suid,full_mirror,clean,verified_from_publisher_or_team_citation,9,2250,,2026-04-09
sws_macro-2026-04-06-海外高频-美国3月非农强于预期-但反弹或是-暂时性-的-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,海外高频 | 美国3月非农强于预期，但反弹或是“暂时性”的（申万宏观·赵伟团队）,https://news.qq.com/rain/a/20260406A05CCL00?media_id&suid,full_mirror,clean,verified_from_publisher_or_team_citation,55,5204,,2026-04-06
cicc_perspective-2026-04-01-中金宏观-油价影响初现-3月PMI点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 油价影响初现——3月PMI点评,https://www.10100.com/article/148041907,full_mirror,clean,verified_from_configured_author_id,10,4235,,2026-04-01
cicc_perspective-2026-04-01-中金-地缘冲突经济学与资产定价,cicc_perspective,中金点睛,中金点睛,exact,中金:地缘冲突经济学与资产定价,https://www.10100.com/article/124254225,full_mirror,clean,verified_from_publisher_label,3,2058,,2026-04-01
sws_macro-2026-03-31-海外高频-油价延续上涨-金银继续下跌-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,海外高频 | 油价延续上涨，金银继续下跌 （申万宏观·赵伟团队）,https://finance.sina.com.cn/stock/stockzmt/2026-03-31/doc-inhswawe2209585.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,58,4621,,2026-03-31
sws_macro-2026-03-31-数据点评-为何3月PMI大幅反弹-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,数据点评 | 为何3月PMI大幅反弹？（申万宏观·赵伟团队）,http://finance.sina.com.cn/wm/2026-04-01/doc-inhsxeis1909983.shtml,full_mirror,clean,verified_from_publisher_or_team_citation,35,4372,,2026-03-31
sws_macro-2026-03-30-热点思考-投资-开门红-可否持续-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,team_research_stream,热点思考 | 投资“开门红”可否持续？（申万宏观·赵伟团队）,https://news.qq.com/rain/a/20260330A0011Q00,full_mirror,clean,verified_from_publisher_or_team_citation,49,6842,,2026-03-30
sws_macro-2026-03-30-国内高频-生产走势分化-申万宏观-赵伟团队,sws_macro,申万宏源宏观,申万宏源宏观,exact,国内高频 | 生产走势分化(申万宏观·赵伟团队),https://finance.sina.com.cn/wm/2026-03-31/doc-inhswawa5844473.shtml,full_mirror,clean,verified_from_publisher_label,48,2483,,2026-03-30
macrofans-2026-03-30-芦哲-市场对地缘风险的定价仍然乐观,macrofans,宏观fans哲,宏观fans哲,author_research_stream,芦哲：市场对地缘风险的定价仍然乐观,https://finance.sina.com.cn/wm/2026-03-30/doc-inhsttra9809030.shtml,full_mirror,clean,verified_from_author_byline,10,2589,,2026-03-30
macrofans-2026-03-30-宏观-芦哲-深度-技术帖-美国通胀指标PCE与CPI的走势差异,macrofans,宏观fans哲,宏观fans哲,author_research_stream,【宏观*芦哲】深度：技术帖：美国通胀指标PCE与CPI的走势差异,http://finance.sina.com.cn/wm/2026-03-30/doc-inhsthzk6666326.shtml,full_mirror,clean,verified_from_author_byline,8,1613,,2026-03-30
cicc_perspective-2026-03-30-中金-油价或推高出口份额,cicc_perspective,中金点睛,中金点睛,exact,中金:油价或推高出口份额,https://www.10100.com/article/148028732,full_mirror,clean,verified_from_publisher_label,32,8858,,2026-03-30
cicc_perspective-2026-03-29-中金宏观-利润向上游倾斜-2026年1-2月工业企业利润点评,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 利润向上游倾斜 --- 2026年1-2月工业企业利润点评,https://www.10100.com/article/148029091,full_mirror,clean,verified_from_configured_author_id,23,6073,,2026-03-29
cicc_perspective-2026-03-27-中金-资产大挪移-重新定义安全资产,cicc_perspective,中金点睛,中金点睛,exact,中金 | 资产大挪移:重新定义安全资产,https://www.10100.com/article/121824064,full_mirror,clean,verified_from_publisher_label,43,5052,,2026-03-27
cicc_perspective-2026-03-26-中金宏观-十五五下的财政-短期支持与财税改革,cicc_perspective,中金点睛,中金宏观,team_channel,中金宏观 | 十五五下的财政：短期支持与财税改革,https://www.10100.com/article/148041898,full_mirror,clean,verified_from_configured_author_id,37,15741,,2026-03-26
xuetao_macro-2026-03-25-巨震之后-黄金还能创新高吗-国金宏观陈瀚学,xuetao_macro,雪涛宏观笔记,雪涛宏观笔记,exact,"巨震之后,黄金还能创新高吗?(国金宏观陈瀚学)",https://finance.sina.com.cn/wm/2026-03-25/doc-inhsffcu3500217.shtml,full_mirror,clean,verified_from_publisher_label,26,3807,,2026-03-25
cicc_perspective-2026-03-25-中金缪延亮-油价冲击会导致央行加息潮吗,cicc_perspective,中金点睛,中金点睛,exact,中金缪延亮:油价冲击会导致央行加息潮吗?,https://www.10100.com/article/120310914,full_mirror,clean,verified_from_publisher_label,13,2362,,2026-03-25
xuetao_macro-2026-03-22-宋雪涛-市场在交易什么,xuetao_macro,雪涛宏观笔记,雪涛宏观笔记,exact,宋雪涛:市场在交易什么?,https://finance.sina.com.cn/wm/2026-03-23/doc-inhryhit7978472.shtml?cref=cj,full_mirror,clean,verified_from_publisher_label,9,2910,,2026-03-22
